"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Mar/22";"Fev/22";"Jan/22";"Competência";"Data de atualização"
"UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO (314781)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   3,83";"   5,27";"202203";"15/04/2022 11:28:41"
"UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO  (354325)";"Médico Hospitalar";"Pequeno";"192";"183";"0,00";"   1,77";"   1,77";"202203";"15/04/2022 11:28:41"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (403458)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA (343731)";"Médico Hospitalar";"Grande";"20";"17";"   7,49";"   9,85";"  10,34";"202203";"15/04/2022 11:28:41"
"CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679)";"Médico Hospitalar";"Grande";"22";"22";"   7,04";"   8,45";"   9,30";"202203";"15/04/2022 11:28:41"
"SOMPO SAÚDE SEGUROS S.A. (000477)";"Médico Hospitalar";"Grande";"39";"33";"   4,87";"   6,66";"   6,66";"202203";"15/04/2022 11:28:41"
"MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689)";"Médico Hospitalar";"Grande";"47";"50";"   3,77";"   3,98";"   4,05";"202203";"15/04/2022 11:28:41"
"CENTRO CLÍNICO GAÚCHO LTDA (392804)";"Médico Hospitalar";"Grande";"49";"45";"   3,65";"   7,24";"   8,71";"202203";"15/04/2022 11:28:41"
"SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428)";"Médico Hospitalar";"Grande";"29";"42";"   6,14";"   5,50";"   5,41";"202203";"15/04/2022 11:28:41"
"BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A (421715)";"Médico Hospitalar";"Grande";"53";"52";"   3,26";"   3,92";"   3,71";"202203";"15/04/2022 11:28:41"
"UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO (342084)";"Médico Hospitalar";"Grande";"55";"55";"   3,05";"   3,92";"   6,04";"202203";"15/04/2022 11:28:41"
"PLANO HOSPITAL SAMARITANO LTDA (411256)";"Médico Hospitalar";"Grande";"51";"57";"   3,36";"   3,38";"   2,81";"202203";"15/04/2022 11:28:41"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"134";"121";"   1,55";"   3,58";"   3,58";"202203";"15/04/2022 11:28:41"
"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233)";"Médico Hospitalar";"Pequeno";"124";"186";"   1,84";"   1,83";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI (420786)";"Médico Hospitalar";"Pequeno";"171";"196";"   0,83";"0,00";"   0,83";"202203";"15/04/2022 11:28:41"
"UNIAO DE CLINICAS RIO GRANDE LTDA (361852)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"MAPFRE SAÚDE LTDA (418951)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154)";"Médico Hospitalar";"Pequeno";"178";"183";"   0,73";"   1,44";"   2,16";"202203";"15/04/2022 11:28:41"
"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (335541)";"Médico Hospitalar";"Pequeno";"186";"186";"   0,57";"   0,57";"   0,57";"202203";"15/04/2022 11:28:41"
"CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA (410624)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (327468)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   0,99";"   0,99";"202203";"15/04/2022 11:28:41"
"BARDELLA S/A INDÚSTRIAS MECÂNICAS (346403)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PB ASSISTENCIA MEDICA EU LTDA (422584)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO (418820)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   3,90";"   3,90";"202203";"15/04/2022 11:28:41"
"ALICE OPERADORA LTDA. (421928)";"Médico Hospitalar";"Pequeno";"152";"142";"   1,27";"   3,50";"   4,16";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO SAÚDE SÃO JOSÉ (418919)";"Médico Hospitalar";"Pequeno";"192";"136";"0,00";"   2,93";"   2,93";"202203";"15/04/2022 11:28:41"
"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352)";"Médico Hospitalar";"Pequeno";"144";"183";"   1,38";"   2,75";"   2,80";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS) (414212)";"Médico Hospitalar";"Pequeno";"192";"102";"0,00";"   2,53";"   2,53";"202203";"15/04/2022 11:28:41"
"ASTRA S/A INDUSTRIA E COMERCIO (358410)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA (408263)";"Médico Hospitalar";"Pequeno";"57";"186";"   5,65";"   5,61";"   5,57";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE (409413)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251)";"Médico Hospitalar";"Pequeno";"172";"186";"   0,82";"   0,83";"   0,83";"202203";"15/04/2022 11:28:41"
"UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO (354619)";"Médico Hospitalar";"Pequeno";"164";"196";"   0,98";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DE SAÚDE DO VALE (422321)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   1,68";"   2,11";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO SAÚDE RURAL ALEGRETE (418218)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS (416690)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA (409405)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270)";"Médico Hospitalar";"Pequeno";"158";"183";"   1,10";"   1,10";"   1,10";"202203";"15/04/2022 11:28:41"
"UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (370568)";"Odontológica";"Médio";"15";"20";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936)";"Odontológica";"Médio";"15";"14";"0,00";"   0,19";"   0,19";"202203";"15/04/2022 11:28:41"
"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524)";"Odontológica";"Médio";"15";"18";"0,00";"   0,13";"   0,27";"202203";"15/04/2022 11:28:41"
"UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS (314315)";"Odontológica";"Médio";"13";"20";"   0,13";"   0,13";"0,00";"202203";"15/04/2022 11:28:41"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"15";"14";"0,00";"   0,37";"   0,38";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"15";"20";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA (344451)";"Odontológica";"Grande";"9";"16";"   0,19";"   0,10";"   0,10";"202203";"15/04/2022 11:28:41"
"AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP (413283)";"Odontológica";"Médio";"12";"16";"   0,13";"   0,14";"   0,14";"202203";"15/04/2022 11:28:41"
"ODONTOPARÁ PLANO DE SAÚDE E CLÍNICA ODONTOLÓGICA LTDA (418714)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CRZ PLANO ODONTOLÓGICO LTDA (421952)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME (420212)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ODONTOVIDA LTDA ME (418200)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"7";"6";"0,00";"   4,79";"   4,79";"202203";"15/04/2022 11:28:41"
"UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA. (359394)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CENTRO ODONTOLOGICO INTEGRADO EIRELI (314757)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"BENEFICENCIA CAMILIANA DO SUL (318299)";"Médico Hospitalar";"Médio";"84";"104";"   2,38";"   2,54";"   2,25";"202203";"15/04/2022 11:28:41"
"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356)";"Médico Hospitalar";"Médio";"102";"122";"   1,66";"   2,10";"   2,38";"202203";"15/04/2022 11:28:41"
"CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596)";"Médico Hospitalar";"Médio";"86";"155";"   2,33";"   2,76";"   1,39";"202203";"15/04/2022 11:28:41"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Médio";"194";"203";"0,00";"   0,44";"   0,88";"202203";"15/04/2022 11:28:41"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"166";"203";"   0,57";"   0,56";"   0,56";"202203";"15/04/2022 11:28:41"
"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO (420077)";"Médico Hospitalar";"Médio";"179";"183";"   0,43";"   0,57";"   1,00";"202203";"15/04/2022 11:28:41"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Médio";"177";"185";"   0,45";"   2,29";"   2,29";"202203";"15/04/2022 11:28:41"
"UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO (336106)";"Médico Hospitalar";"Médio";"107";"176";"   1,57";"   0,85";"   1,10";"202203";"15/04/2022 11:28:41"
"UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO (300713)";"Médico Hospitalar";"Médio";"165";"215";"   0,58";"   0,29";"   0,58";"202203";"15/04/2022 11:28:41"
"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417)";"Médico Hospitalar";"Médio";"135";"120";"   1,06";"   1,59";"   1,58";"202203";"15/04/2022 11:28:41"
"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO (306126)";"Médico Hospitalar";"Médio";"172";"221";"   0,51";"   0,51";"   0,51";"202203";"15/04/2022 11:28:41"
"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188)";"Médico Hospitalar";"Médio";"114";"136";"   1,43";"   1,57";"   1,70";"202203";"15/04/2022 11:28:41"
"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458)";"Médico Hospitalar";"Médio";"142";"195";"   0,97";"   1,46";"   0,98";"202203";"15/04/2022 11:28:41"
"UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA (319384)";"Médico Hospitalar";"Médio";"128";"147";"   1,20";"   1,51";"   1,81";"202203";"15/04/2022 11:28:41"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"194";"200";"0,00";"   1,35";"   1,35";"202203";"15/04/2022 11:28:41"
"UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO (351407)";"Médico Hospitalar";"Médio";"184";"197";"   0,29";"   0,57";"   0,84";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO BENEFICENTE CATÓLICA (322326)";"Médico Hospitalar";"Médio";"194";"221";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA (422151)";"Médico Hospitalar";"Pequeno";"192";"31";"0,00";" 134,10";" 275,10";"202203";"15/04/2022 11:28:41"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (324213)";"Médico Hospitalar";"Pequeno";"4";"7";" 191,48";" 208,42";" 268,13";"202203";"15/04/2022 11:28:41"
"HOSPITAL BOM SAMARITANO S/S LTDA (419362)";"Médico Hospitalar";"Pequeno";"3";"7";" 252,26";" 150,09";" 110,53";"202203";"15/04/2022 11:28:41"
"INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841)";"Médico Hospitalar";"Pequeno";"15";"28";"  41,67";"  77,62";"  77,32";"202203";"15/04/2022 11:28:41"
"GOOD LIFE SAUDE LTDA (305995)";"Médico Hospitalar";"Pequeno";"20";"17";"  31,96";"  45,47";"  45,47";"202203";"15/04/2022 11:28:41"
"UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141)";"Médico Hospitalar";"Pequeno";"5";"24";" 116,60";"  82,19";"  48,99";"202203";"15/04/2022 11:28:41"
"SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509)";"Médico Hospitalar";"Pequeno";"34";"33";"  16,41";"  19,17";"  19,25";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO SÃO FRANCISCO XAVIER (339954)";"Médico Hospitalar";"Grande";"68";"65";"   1,93";"   2,37";"   2,50";"202203";"15/04/2022 11:28:41"
"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896)";"Médico Hospitalar";"Médio";"1";"3";" 117,78";"  90,77";"  32,56";"202203";"15/04/2022 11:28:41"
"BIOVIDA SAÚDE LTDA. (415111)";"Médico Hospitalar";"Médio";"10";"12";"  15,98";"  16,39";"  17,10";"202203";"15/04/2022 11:28:41"
"SANTA CASA DE MAUÁ SAÚDE (421197)";"Médico Hospitalar";"Médio";"11";"14";"  15,70";"  16,28";"  16,71";"202203";"15/04/2022 11:28:41"
"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463)";"Médico Hospitalar";"Médio";"8";"15";"  18,55";"  19,71";"  17,29";"202203";"15/04/2022 11:28:41"
"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA (311961)";"Médico Hospitalar";"Médio";"53";"45";"   4,96";"  13,09";"  13,09";"202203";"15/04/2022 11:28:41"
"UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581)";"Médico Hospitalar";"Médio";"31";"38";"   6,90";"   9,76";"  11,39";"202203";"15/04/2022 11:28:41"
"UNIHOSP SERVIÇOS DE SAÚDE S.A (412538)";"Médico Hospitalar";"Médio";"60";"63";"   4,48";"   5,07";"   5,46";"202203";"15/04/2022 11:28:41"
"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA. (418170)";"Médico Hospitalar";"Médio";"66";"61";"   3,90";"   5,12";"   4,80";"202203";"15/04/2022 11:28:41"
"NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609)";"Médico Hospitalar";"Médio";"29";"66";"   7,19";"   5,31";"   5,32";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233)";"Médico Hospitalar";"Médio";"90";"84";"   2,09";"   3,73";"   4,14";"202203";"15/04/2022 11:28:41"
"INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA. (414981)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"BEST SENIOR OPERADORA DE SAÚDE LTDA (421766)";"Médico Hospitalar";"Pequeno";"19";"19";"  32,10";"  37,16";"  37,16";"202203";"15/04/2022 11:28:41"
"OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511)";"Médico Hospitalar";"Pequeno";"48";"41";"   7,27";"  10,82";"  11,54";"202203";"15/04/2022 11:28:41"
"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286)";"Médico Hospitalar";"Pequeno";"83";"60";"   3,18";"   6,37";"   7,16";"202203";"15/04/2022 11:28:41"
"R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271)";"Médico Hospitalar";"Pequeno";"104";"154";"   2,22";"   6,75";"   7,85";"202203";"15/04/2022 11:28:41"
"PROMED BRASIL ASSISTÊNCIA MÉDICA LTDA. (346471)";"Médico Hospitalar";"Pequeno";"44";"45";"   8,42";"   9,90";"   9,90";"202203";"15/04/2022 11:28:41"
"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO (325082)";"Médico Hospitalar";"Pequeno";"62";"79";"   5,28";"   5,27";"   3,51";"202203";"15/04/2022 11:28:41"
"MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753)";"Médico Hospitalar";"Pequeno";"85";"77";"   3,03";"   6,57";"   3,54";"202203";"15/04/2022 11:28:41"
"ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA (343129)";"Médico Hospitalar";"Pequeno";"71";"186";"   4,40";"   4,39";"   4,39";"202203";"15/04/2022 11:28:41"
"IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (420751)";"Médico Hospitalar";"Pequeno";"38";"58";"  11,99";"  10,20";"   7,67";"202203";"15/04/2022 11:28:41"
"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776)";"Médico Hospitalar";"Pequeno";"67";"132";"   4,51";"   4,47";"   2,96";"202203";"15/04/2022 11:28:41"
"VIVACOM PLANOS DE SAÚDE (361461)";"Médico Hospitalar";"Pequeno";"94";"145";"   2,62";"   3,27";"   2,60";"202203";"15/04/2022 11:28:41"
"TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252)";"Médico Hospitalar";"Pequeno";"114";"159";"   2,00";"   2,99";"   3,01";"202203";"15/04/2022 11:28:41"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"142";"140";"   1,38";"   1,40";"   1,40";"202203";"15/04/2022 11:28:41"
"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004)";"Médico Hospitalar";"Pequeno";"117";"196";"   1,97";"0,00";"   2,01";"202203";"15/04/2022 11:28:41"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"163";"186";"   1,01";"   1,01";"   1,01";"202203";"15/04/2022 11:28:41"
"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO (362573)";"Médico Hospitalar";"Pequeno";"162";"120";"   1,04";"   3,10";"   3,10";"202203";"15/04/2022 11:28:41"
"SBC SAÚDE LTDA. (412058)";"Médico Hospitalar";"Pequeno";"128";"186";"   1,61";"   1,64";"0,00";"202203";"15/04/2022 11:28:41"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561)";"Médico Hospitalar";"Pequeno";"192";"180";"0,00";"   0,70";"   1,42";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO SÃO LUIZ SAÚDE (421006)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"8";"10";"  10,81";"  11,48";"  12,91";"202203";"15/04/2022 11:28:41"
"VISION MED ASSISTÊNCIA MÉDICA LTDA (403911)";"Médico Hospitalar";"Grande";"23";"21";"   6,87";"   8,76";"  10,03";"202203";"15/04/2022 11:28:41"
"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044)";"Médico Hospitalar";"Grande";"27";"26";"   6,22";"   7,59";"   7,37";"202203";"15/04/2022 11:28:41"
"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO (382876)";"Médico Hospitalar";"Grande";"34";"36";"   5,53";"   5,89";"   6,45";"202203";"15/04/2022 11:28:41"
"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS (312720)";"Médico Hospitalar";"Grande";"57";"53";"   2,97";"   3,71";"   3,70";"202203";"15/04/2022 11:28:41"
"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO (314587)";"Médico Hospitalar";"Pequeno";"100";"108";"   2,29";"   4,58";"   4,59";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"56";"92";"   5,67";"   8,37";"   8,37";"202203";"15/04/2022 11:28:41"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"121";"161";"   1,88";"   1,91";"   1,91";"202203";"15/04/2022 11:28:41"
"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340)";"Médico Hospitalar";"Pequeno";"126";"196";"   1,66";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264)";"Médico Hospitalar";"Pequeno";"91";"183";"   2,74";"   2,73";"   1,35";"202203";"15/04/2022 11:28:41"
"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729)";"Médico Hospitalar";"Pequeno";"132";"190";"   1,57";"   1,06";"   2,14";"202203";"15/04/2022 11:28:41"
